bedrooms,bathrooms,toilets,parking_space,type,town,state,geo_zone,GDP_per_capital,total_crime,price_wins
2,2,2,2,Semi Detached Duplex,Maitama District,Abuja,North Central,1292.0,5382,650000000.0
5,6,6,7,Detached Duplex,Ikoyi,Lagos,South West,6614.0,50975,650000000.0
3,2,2,4,Detached Bungalow,Ibadan,Oyo,South West,980.0,2969,13000000.0
4,6,7,1,Detached Duplex,Gwarinpa,Abuja,North Central,1292.0,5382,75000000.0
5,4,4,1,Detached Duplex,Ibadan,Oyo,South West,980.0,2969,40000000.0
3,3,3,3,Detached Duplex,Lekki,Lagos,South West,6614.0,50975,35000000.0
7,8,8,8,Detached Duplex,Asokoro District,Abuja,North Central,1292.0,5382,600000000.0
3,5,5,4,Detached Bungalow,Lugbe District,Abuja,North Central,1292.0,5382,25000000.0
2,2,3,3,Terraced Duplexes,Karsana,Abuja,North Central,1292.0,5382,25000000.0
5,5,6,8,Detached Duplex,Magodo,Lagos,South West,6614.0,50975,250000000.0
4,5,5,4,Semi Detached Duplex,Ajah,Lagos,South West,6614.0,50975,48000000.0
4,4,5,4,Detached Duplex,Victoria Island (VI),Lagos,South West,6614.0,50975,170000000.0
4,4,5,3,Terraced Duplexes,Isheri North,Ogun,South West,2024.0,1601,35000000.0
5,5,5,5,Detached Duplex,Lekki,Lagos,South West,6614.0,50975,78000000.0
4,4,5,2,Detached Duplex,Lekki,Lagos,South West,6614.0,50975,40000000.0
5,7,7,8,Detached Duplex,Garki,Abuja,North Central,1292.0,5382,73000000.0
5,5,6,5,Detached Duplex,Lekki,Lagos,South West,6614.0,50975,88000000.0
5,5,5,1,Detached Duplex,Lekki,Lagos,South West,6614.0,50975,170000000.0
3,3,3,6,Detached Bungalow,Agege,Lagos,South West,6614.0,50975,13000000.0
4,4,5,2,Semi Detached Duplex,Lekki,Lagos,South West,6614.0,50975,58000000.0
4,4,6,2,Terraced Duplexes,Katampe,Abuja,North Central,1292.0,5382,58000000.0
4,4,5,4,Semi Detached Duplex,Magboro,Ogun,South West,2024.0,1601,23500000.0
4,4,4,4,Block of Flats,Ikoyi,Lagos,South West,6614.0,50975,220000000.0
5,5,6,1,Detached Duplex,Ikeja,Lagos,South West,6614.0,50975,210000000.0
5,5,5,8,Detached Duplex,Lekki,Lagos,South West,6614.0,50975,450000000.0
5,5,7,5,Detached Duplex,Lekki,Lagos,South West,6614.0,50975,125000000.0
4,5,5,4,Block of Flats,Epe,Lagos,South West,6614.0,50975,35000000.0
4,5,5,4,Semi Detached Duplex,Lekki,Lagos,South West,6614.0,50975,106000000.0
5,5,7,4,Detached Duplex,Lekki,Lagos,South West,6614.0,50975,95000000.0
5,5,6,6,Detached Duplex,Asokoro District,Abuja,North Central,1292.0,5382,250000000.0
4,4,4,4,Detached Duplex,Ajah,Lagos,South West,6614.0,50975,85000000.0
4,5,5,4,Block of Flats,Victoria Island (VI),Lagos,South West,6614.0,50975,650000000.0
5,5,6,7,Detached Duplex,Lekki,Lagos,South West,6614.0,50975,125000000.0
3,5,4,4,Terraced Duplexes,Jabi,Abuja,North Central,1292.0,5382,70000000.0
4,4,5,4,Detached Duplex,Ojodu,Lagos,South West,6614.0,50975,140000000.0
4,5,5,4,Semi Detached Duplex,Life Camp,Abuja,North Central,1292.0,5382,50000000.0
5,5,6,4,Detached Duplex,Ajah,Lagos,South West,6614.0,50975,200000000.0
4,5,6,8,Detached Duplex,Karsana,Abuja,North Central,1292.0,5382,150000000.0
5,5,6,6,Detached Duplex,Ojodu,Lagos,South West,6614.0,50975,110000000.0
5,7,8,4,Detached Duplex,Ikorodu,Lagos,South West,6614.0,50975,60000000.0
5,5,6,6,Semi Detached Duplex,Ajah,Lagos,South West,6614.0,50975,33000000.0
3,3,4,4,Detached Bungalow,Ibeju Lekki,Lagos,South West,6614.0,50975,20000000.0
4,4,5,3,Detached Duplex,Lekki,Lagos,South West,6614.0,50975,82000000.0
4,4,5,3,Terraced Duplexes,Victoria Island (VI),Lagos,South West,6614.0,50975,300000000.0
5,6,7,3,Detached Duplex,Lekki,Lagos,South West,6614.0,50975,80000000.0
5,5,6,4,Detached Duplex,Ikoyi,Lagos,South West,6614.0,50975,650000000.0
7,7,8,4,Detached Duplex,Victoria Island (VI),Lagos,South West,6614.0,50975,450000000.0
5,8,7,4,Detached Duplex,Lekki,Lagos,South West,6614.0,50975,330000000.0
5,6,6,7,Detached Duplex,Mabushi,Abuja,North Central,1292.0,5382,150000000.0
4,4,5,3,Terraced Duplexes,Ikoyi,Lagos,South West,6614.0,50975,250000000.0
3,3,3,1,Detached Bungalow,Ibeju Lekki,Lagos,South West,6614.0,50975,20000000.0
4,4,5,6,Semi Detached Duplex,Lekki,Anambra,South East,2002.0,1888,190000000.0
5,5,5,4,Detached Duplex,Ikoyi,Lagos,South West,6614.0,50975,500000000.0
2,5,5,1,Terraced Bungalow,Idimu,Lagos,South West,6614.0,50975,35000000.0
4,4,5,2,Detached Duplex,Lekki,Lagos,South West,6614.0,50975,60000000.0
5,6,7,4,Detached Duplex,Lekki,Lagos,South West,6614.0,50975,132000000.0
5,6,6,4,Semi Detached Duplex,Wuse 2,Abuja,North Central,1292.0,5382,200000000.0
5,5,6,4,Terraced Duplexes,Lekki,Lagos,South West,6614.0,50975,58000000.0
3,4,4,5,Detached Bungalow,Obafemi Owode,Ogun,South West,2024.0,1601,13000000.0
4,4,5,5,Detached Duplex,Lekki,Lagos,South West,6614.0,50975,250000000.0
4,5,5,4,Block of Flats,Mushin,Lagos,South West,6614.0,50975,47500000.0
3,3,4,6,Block of Flats,Lekki,Lagos,South West,6614.0,50975,20000000.0
5,5,6,4,Terraced Bungalow,Victoria Island (VI),Anambra,South East,2002.0,1888,195000000.0
4,5,5,7,Terraced Duplexes,Galadimawa,Abuja,North Central,1292.0,5382,90000000.0
3,4,4,4,Block of Flats,Agege,Lagos,South West,6614.0,50975,16000000.0
5,5,6,7,Detached Duplex,Lekki,Lagos,South West,6614.0,50975,180000000.0
4,5,5,3,Detached Duplex,Lekki,Lagos,South West,6614.0,50975,96000000.0
5,6,7,7,Detached Duplex,Lekki,Lagos,South West,6614.0,50975,105000000.0
3,3,4,3,Detached Bungalow,Lekki,Lagos,South West,6614.0,50975,30000000.0
4,4,5,4,Semi Detached Duplex,Lekki,Lagos,South West,6614.0,50975,125000000.0
5,5,6,8,Detached Duplex,Maryland,Lagos,South West,6614.0,50975,200000000.0
4,4,5,4,Terraced Duplexes,Guzape District,Abuja,North Central,1292.0,5382,130000000.0
3,5,5,4,Block of Flats,Mowe Town,Ogun,South West,2024.0,1601,25000000.0
5,5,5,1,Detached Bungalow,Surulere,Lagos,South West,6614.0,50975,85000000.0
5,6,7,5,Detached Duplex,Lekki,Lagos,South West,6614.0,50975,80000000.0
3,3,4,4,Block of Flats,Magodo,Lagos,South West,6614.0,50975,120000000.0
7,8,8,6,Detached Duplex,Port Harcourt,Rivers,South South,2277.0,1570,40000000.0
4,5,6,5,Detached Duplex,Ikeja,Lagos,South West,6614.0,50975,35000000.0
5,6,6,4,Detached Duplex,Ikeja,Lagos,South West,6614.0,50975,250000000.0
1,5,2,2,Block of Flats,Durumi,Abuja,North Central,1292.0,5382,13000000.0
3,5,5,4,Detached Bungalow,Ikotun,Lagos,South West,6614.0,50975,13000000.0
4,4,5,3,Semi Detached Duplex,Lekki,Lagos,South West,6614.0,50975,115000000.0
5,7,7,6,Detached Duplex,Wuse,Abuja,North Central,1292.0,5382,160000000.0
4,6,6,4,Detached Duplex,Lekki,Lagos,South West,6614.0,50975,83000000.0
3,4,5,3,Detached Bungalow,Ajah,Lagos,South West,6614.0,50975,40000000.0
5,5,6,4,Detached Duplex,Lekki,Lagos,South West,6614.0,50975,275000000.0
4,5,5,4,Detached Bungalow,Lokogoma District,Abuja,North Central,1292.0,5382,50000000.0
4,4,5,6,Detached Duplex,Enugu,Enugu,South East,690.0,2171,50000000.0
4,4,5,5,Detached Duplex,Lekki,Lagos,South West,6614.0,50975,130000000.0
9,9,1,1,Detached Duplex,Gwarinpa,Abuja,North Central,1292.0,5382,650000000.0
3,4,4,6,Detached Bungalow,Galadimawa,Abuja,North Central,1292.0,5382,28000000.0
4,3,4,2,Detached Duplex,Lekki,Lagos,South West,6614.0,50975,55000000.0
6,6,8,8,Detached Duplex,Ikoyi,Lagos,South West,6614.0,50975,650000000.0
2,2,3,2,Block of Flats,Lekki,Lagos,South West,6614.0,50975,29000000.0
3,4,4,4,Detached Bungalow,Gwarinpa,Abuja,North Central,1292.0,5382,20000000.0
5,5,6,3,Terraced Duplexes,Asokoro District,Abuja,North Central,1292.0,5382,200000000.0
6,4,4,3,Block of Flats,Badagry,Lagos,South West,6614.0,50975,13000000.0
4,4,5,5,Terraced Duplexes,Guzape District,Abuja,North Central,1292.0,5382,75000000.0
9,5,6,6,Detached Duplex,Owerri Municipal,Imo,South East,2996.0,1590,230000000.0
4,4,5,5,Detached Bungalow,Galadimawa,Abuja,North Central,1292.0,5382,45000000.0
4,4,4,4,Semi Detached Duplex,Lekki,Lagos,South West,6614.0,50975,40000000.0
4,5,5,4,Detached Duplex,Ikoyi,Lagos,South West,6614.0,50975,650000000.0
3,4,5,2,Block of Flats,Arepo,Ogun,South West,2024.0,1601,13000000.0
5,5,6,1,Detached Duplex,Ajah,Lagos,South West,6614.0,50975,60000000.0
4,4,5,4,Terraced Duplexes,Ikoyi,Lagos,South West,6614.0,50975,650000000.0
3,3,4,4,Block of Flats,Utako,Abuja,North Central,1292.0,5382,390000000.0
2,3,3,5,Block of Flats,Wuye,Abuja,North Central,1292.0,5382,24000000.0
5,5,6,4,Semi Detached Duplex,Lekki,Lagos,South West,6614.0,50975,70000000.0
4,8,8,4,Block of Flats,Utako,Abuja,North Central,1292.0,5382,350000000.0
4,4,5,5,Detached Duplex,Ojodu,Lagos,South West,6614.0,50975,55000000.0
4,4,5,4,Detached Duplex,Ajah,Lagos,South West,6614.0,50975,47000000.0
2,5,5,4,Block of Flats,Ibadan,Oyo,South West,980.0,2969,13000000.0
2,5,2,4,Semi Detached Bungalow,Mowe Town,Ogun,South West,2024.0,1601,13000000.0
4,4,5,4,Semi Detached Duplex,Lekki,Lagos,South West,6614.0,50975,59500000.0
4,4,4,1,Detached Duplex,Lekki,Lagos,South West,6614.0,50975,65000000.0
4,5,5,4,Block of Flats,Ibadan,Oyo,South West,980.0,2969,40000000.0
3,4,4,4,Semi Detached Bungalow,Ajah,Lagos,South West,6614.0,50975,13800000.0
5,5,6,4,Semi Detached Duplex,Lekki,Lagos,South West,6614.0,50975,155000000.0
1,5,5,4,Detached Bungalow,Mowe Ofada,Ogun,South West,2024.0,1601,13000000.0
4,4,5,4,Semi Detached Bungalow,Ajah,Lagos,South West,6614.0,50975,50000000.0
3,2,2,4,Block of Flats,Magboro,Ogun,South West,2024.0,1601,45000000.0
4,4,5,3,Detached Bungalow,Orozo,Abuja,North Central,1292.0,5382,20000000.0
1,5,5,1,Terraced Bungalow,Mowe Ofada,Ogun,South West,2024.0,1601,13000000.0
4,4,5,4,Terraced Duplexes,Lekki,Lagos,South West,6614.0,50975,65500000.0
4,5,2,3,Terraced Duplexes,Kano,Kano,North West,674.0,5705,30000000.0
4,5,5,4,Semi Detached Duplex,Lekki,Lagos,South West,6614.0,50975,58000000.0
4,5,6,3,Detached Duplex,Lekki,Lagos,South West,6614.0,50975,80000000.0
4,5,5,4,Detached Duplex,Lekki,Lagos,South West,6614.0,50975,55000000.0
4,4,5,2,Semi Detached Duplex,Lekki,Lagos,South West,6614.0,50975,76000000.0
7,7,8,1,Detached Duplex,Maitama District,Abuja,North Central,1292.0,5382,650000000.0
9,1,1,8,Detached Duplex,Ikoyi,Lagos,South West,6614.0,50975,650000000.0
6,6,6,4,Detached Duplex,Isolo,Lagos,South West,6614.0,50975,100000000.0
7,8,9,4,Detached Duplex,Wuye,Abuja,North Central,1292.0,5382,170000000.0
4,4,5,4,Detached Duplex,Ipaja,Lagos,South West,6614.0,50975,35000000.0
4,4,5,5,Detached Bungalow,Karu,Abuja,North Central,1292.0,5382,20000000.0
4,4,6,2,Terraced Duplexes,Lekki,Lagos,South West,6614.0,50975,98000000.0
5,5,6,4,Detached Duplex,Ikeja,Lagos,South West,6614.0,50975,400000000.0
4,4,5,4,Detached Duplex,Galadimawa,Abuja,North Central,1292.0,5382,120000000.0
4,5,5,4,Detached Bungalow,Ibadan,Oyo,South West,980.0,2969,38000000.0
4,5,6,3,Terraced Duplexes,Lekki,Lagos,South West,6614.0,50975,130000000.0
2,5,3,2,Block of Flats,Katampe,Abuja,North Central,1292.0,5382,27000000.0
3,3,3,4,Detached Bungalow,Ibadan,Oyo,South West,980.0,2969,13000000.0
6,6,7,8,Detached Duplex,Port Harcourt,Rivers,South South,2277.0,1570,170000000.0
6,7,7,4,Detached Duplex,Durumi,Abuja,North Central,1292.0,5382,150000000.0
4,5,5,1,Detached Duplex,Lekki,Lagos,South West,6614.0,50975,220000000.0
4,4,4,4,Detached Duplex,Lekki,Lagos,South West,6614.0,50975,67000000.0
4,4,5,3,Terraced Duplexes,Lekki,Lagos,South West,6614.0,50975,130000000.0
4,5,5,4,Detached Duplex,Lekki,Lagos,South West,6614.0,50975,82000000.0
3,3,3,4,Detached Bungalow,Ipaja,Lagos,South West,6614.0,50975,13000000.0
5,5,6,2,Detached Duplex,Maitama District,Abuja,North Central,1292.0,5382,650000000.0
4,4,4,2,Terraced Duplexes,Lekki,Lagos,South West,6614.0,50975,75000000.0
5,6,6,6,Detached Duplex,Enugu,Enugu,South East,690.0,2171,45000000.0
7,7,8,4,Detached Duplex,Maitama District,Abuja,North Central,1292.0,5382,650000000.0
3,5,5,4,Block of Flats,Ifo,Ogun,South West,2024.0,1601,13000000.0
4,4,5,4,Terraced Duplexes,Life Camp,Abuja,North Central,1292.0,5382,45000000.0
5,5,6,3,Detached Duplex,Lekki,Lagos,South West,6614.0,50975,270000000.0
6,6,7,6,Detached Duplex,Maitama District,Abuja,North Central,1292.0,5382,650000000.0
4,4,5,4,Detached Duplex,Ajah,Lagos,South West,6614.0,50975,90000000.0
5,5,6,4,Semi Detached Duplex,Guzape District,Abuja,North Central,1292.0,5382,95000000.0
4,5,5,4,Terraced Duplexes,Lekki,Lagos,South West,6614.0,50975,54000000.0
1,8,9,4,Detached Duplex,Victoria Island (VI),Lagos,South West,6614.0,50975,650000000.0
4,4,5,4,Terraced Duplexes,Apo,Abuja,North Central,1292.0,5382,50000000.0
4,5,5,5,Semi Detached Duplex,Lugbe District,Abuja,North Central,1292.0,5382,75000000.0
7,7,8,2,Detached Duplex,Victoria Island (VI),Lagos,South West,6614.0,50975,400000000.0
4,4,5,3,Terraced Duplexes,Wuye,Abuja,North Central,1292.0,5382,50000000.0
5,5,6,8,Detached Duplex,Port Harcourt,Rivers,South South,2277.0,1570,75000000.0
4,5,5,4,Terraced Duplexes,Karmo,Abuja,North Central,1292.0,5382,48000000.0
3,4,4,4,Detached Bungalow,Ajah,Lagos,South West,6614.0,50975,32000000.0
4,5,5,4,Block of Flats,Ifako-Ijaiye,Lagos,South West,6614.0,50975,13000000.0
3,3,3,2,Terraced Bungalow,Lekki,Lagos,South West,6614.0,50975,19299375.0
2,3,3,4,Semi Detached Bungalow,Mowe Ofada,Ogun,South West,2024.0,1601,13000000.0
2,2,3,4,Detached Bungalow,Ede South,Osun,South West,1030.0,886,13000000.0
4,2,2,4,Block of Flats,Ibadan,Oyo,South West,980.0,2969,50000000.0
4,4,5,5,Detached Bungalow,Ilorin South,Kwara,North Central,919.0,830,15000000.0
4,4,5,4,Detached Duplex,Lekki,Lagos,South West,6614.0,50975,79000000.0
3,4,4,8,Detached Bungalow,Ikotun,Lagos,South West,6614.0,50975,18000000.0
6,6,7,4,Detached Duplex,Isheri North,Lagos,South West,6614.0,50975,145000000.0
3,3,4,1,Detached Bungalow,Lokogoma District,Abuja,North Central,1292.0,5382,33000000.0
5,5,6,4,Semi Detached Duplex,Ikoyi,Lagos,South West,6614.0,50975,650000000.0
4,4,5,3,Detached Duplex,Lekki,Lagos,South West,6614.0,50975,77000000.0
4,4,4,4,Terraced Duplexes,Maryland,Lagos,South West,6614.0,50975,75000000.0
3,4,4,5,Detached Bungalow,Ikorodu,Lagos,South West,6614.0,50975,15000000.0
4,5,5,4,Block of Flats,Lekki,Lagos,South West,6614.0,50975,95000000.0
4,8,4,4,Terraced Duplexes,Lekki,Lagos,South West,6614.0,50975,135000000.0
5,5,6,4,Detached Duplex,Wuse,Abuja,North Central,1292.0,5382,420000000.0
5,5,6,1,Detached Duplex,Lekki,Lagos,South West,6614.0,50975,180000000.0
5,5,5,4,Detached Duplex,Wuye,Abuja,North Central,1292.0,5382,140000000.0
3,3,4,3,Terraced Duplexes,Kubwa,Abuja,North Central,1292.0,5382,23500000.0
1,5,2,4,Detached Duplex,Ibeju Lekki,Lagos,South West,6614.0,50975,13650000.0
4,4,5,4,Semi Detached Duplex,Lekki,Lagos,South West,6614.0,50975,79000000.0
4,4,5,2,Semi Detached Bungalow,Lekki,Lagos,South West,6614.0,50975,58000000.0
4,5,5,4,Block of Flats,Port Harcourt,Rivers,South South,2277.0,1570,28000000.0
5,5,6,6,Detached Duplex,Port Harcourt,Rivers,South South,2277.0,1570,70000000.0
5,6,6,5,Detached Duplex,Lekki,Lagos,South West,6614.0,50975,265000000.0
4,5,5,1,Detached Duplex,Gwarinpa,Abuja,North Central,1292.0,5382,80000000.0
4,4,5,4,Terraced Duplexes,Wuye,Abuja,North Central,1292.0,5382,75000000.0
4,5,5,3,Terraced Duplexes,Ikoyi,Lagos,South West,6614.0,50975,300000000.0
5,5,6,4,Detached Duplex,Ikoyi,Lagos,South West,6614.0,50975,650000000.0
5,4,5,4,Terraced Duplexes,Oke-Aro,Ogun,South West,2024.0,1601,38000000.0
5,5,6,6,Detached Duplex,Ajah,Lagos,South West,6614.0,50975,125000000.0
3,4,4,6,Detached Bungalow,Ibadan,Oyo,South West,980.0,2969,17000000.0
4,4,5,4,Semi Detached Duplex,Ikoyi,Lagos,South West,6614.0,50975,650000000.0
7,8,8,4,Detached Bungalow,Ibadan,Oyo,South West,980.0,2969,80000000.0
7,6,7,5,Detached Duplex,Isolo,Lagos,South West,6614.0,50975,65000000.0
5,6,7,8,Detached Duplex,Ikeja,Lagos,South West,6614.0,50975,165000000.0
5,5,6,7,Detached Duplex,Lekki,Lagos,South West,6614.0,50975,170000000.0
4,4,4,3,Detached Duplex,Agege,Lagos,South West,6614.0,50975,55000000.0
4,5,5,5,Detached Duplex,Gwarinpa,Abuja,North Central,1292.0,5382,105000000.0
1,5,5,8,Block of Flats,Alimosho,Lagos,South West,6614.0,50975,22000000.0
4,5,5,4,Terraced Duplexes,Ikoyi,Lagos,South West,6614.0,50975,300000000.0
4,5,5,4,Detached Duplex,Lekki,Lagos,South West,6614.0,50975,56000000.0
3,3,4,3,Detached Bungalow,Ajah,Lagos,South West,6614.0,50975,45000000.0
4,4,4,3,Terraced Duplexes,Mabushi,Abuja,North Central,1292.0,5382,70000000.0
6,5,5,4,Detached Duplex,Yaba,Lagos,South West,6614.0,50975,85000000.0
4,4,5,4,Block of Flats,Ikoyi,Lagos,South West,6614.0,50975,185000000.0
3,3,3,7,Detached Bungalow,Lugbe District,Abuja,North Central,1292.0,5382,18000000.0
4,5,6,6,Detached Duplex,Lekki,Lagos,South West,6614.0,50975,120000000.0
5,5,6,5,Detached Duplex,Ajah,Lagos,South West,6614.0,50975,100000000.0
3,5,5,4,Detached Bungalow,Magboro,Ogun,South West,2024.0,1601,25000000.0
4,4,5,1,Terraced Duplexes,Lekki,Lagos,South West,6614.0,50975,110000000.0
6,6,7,1,Detached Duplex,Victoria Island (VI),Lagos,South West,6614.0,50975,450000000.0
5,5,7,6,Detached Duplex,Lekki,Lagos,South West,6614.0,50975,190000000.0
5,5,6,8,Detached Duplex,Ajah,Lagos,South West,6614.0,50975,150000000.0
5,5,6,2,Detached Duplex,Asokoro District,Abuja,North Central,1292.0,5382,650000000.0
2,2,3,6,Detached Bungalow,Lekki,Lagos,South West,6614.0,50975,20000000.0
3,3,4,5,Detached Duplex,Ibeju Lekki,Lagos,South West,6614.0,50975,60000000.0
7,7,8,6,Detached Duplex,Owerri Municipal,Imo,South East,2996.0,1590,100000000.0
4,5,6,3,Terraced Duplexes,Kaura,Abuja,North Central,1292.0,5382,40000000.0
5,5,6,3,Terraced Duplexes,Kaura,Abuja,North Central,1292.0,5382,70000000.0
4,3,4,5,Detached Duplex,Victoria Island (VI),Lagos,South West,6614.0,50975,160000000.0
3,3,4,3,Detached Bungalow,Port Harcourt,Rivers,South South,2277.0,1570,15000000.0
5,6,6,4,Detached Duplex,Katampe,Abuja,North Central,1292.0,5382,160000000.0
6,6,6,6,Detached Duplex,Lekki,Lagos,South West,6614.0,50975,250000000.0
1,5,1,4,Detached Duplex,Lekki,Lagos,South West,6614.0,50975,120000000.0
5,6,6,7,Detached Duplex,Karsana,Abuja,North Central,1292.0,5382,120000000.0
5,5,5,4,Detached Duplex,Gbagada,Lagos,South West,6614.0,50975,90000000.0
5,6,6,4,Terraced Duplexes,Lekki,Lagos,South West,6614.0,50975,180000000.0
9,5,6,4,Detached Duplex,Lekki,Lagos,South West,6614.0,50975,200000000.0
5,5,5,4,Semi Detached Duplex,Gbagada,Lagos,South West,6614.0,50975,70000000.0
4,4,5,4,Terraced Bungalow,Ikoyi,Lagos,South West,6614.0,50975,340000000.0
4,5,5,5,Detached Duplex,Ikeja,Lagos,South West,6614.0,50975,160000000.0
4,4,5,3,Terraced Duplexes,Ikoyi,Lagos,South West,6614.0,50975,260000000.0
5,6,6,5,Semi Detached Duplex,Lekki,Lagos,South West,6614.0,50975,150000000.0
4,4,5,5,Terraced Duplexes,Maryland,Lagos,South West,6614.0,50975,95000000.0
4,3,3,4,Detached Bungalow,Ibadan,Oyo,South West,980.0,2969,13000000.0
4,5,5,4,Detached Duplex,Lekki,Lagos,South West,6614.0,50975,105000000.0
2,2,3,4,Terraced Duplexes,Ibeju Lekki,Lagos,South West,6614.0,50975,22000000.0
4,4,5,4,Detached Duplex,Ifo,Ogun,South West,2024.0,1601,35000000.0
4,5,5,4,Block of Flats,Ifo,Ogun,South West,2024.0,1601,14000000.0
4,4,5,3,Terraced Duplexes,Isheri North,Ogun,South West,2024.0,1601,50000000.0
4,4,5,3,Terraced Duplexes,Gwarinpa,Abuja,North Central,1292.0,5382,42000000.0
7,9,1,1,Detached Duplex,Ikoyi,Lagos,South West,6614.0,50975,650000000.0
4,4,4,4,Detached Bungalow,Ibadan,Oyo,South West,980.0,2969,17000000.0
4,4,5,1,Terraced Duplexes,Lekki,Lagos,South West,6614.0,50975,55000000.0
6,6,6,6,Block of Flats,Ajah,Lagos,South West,6614.0,50975,35000000.0
4,5,5,4,Block of Flats,Owerri Municipal,Imo,South East,2996.0,1590,70000000.0
4,5,5,4,Terraced Duplexes,Jabi,Abuja,North Central,1292.0,5382,185000000.0
3,3,4,4,Detached Bungalow,Asaba,Delta,South South,2306.0,7150,13000000.0
3,4,4,2,Terraced Duplexes,Lekki,Lagos,South West,6614.0,50975,40000000.0
3,1,2,1,Block of Flats,Katampe,Abuja,North Central,1292.0,5382,100000000.0
2,2,4,1,Block of Flats,Victoria Island (VI),Lagos,South West,6614.0,50975,650000000.0
5,6,6,1,Detached Duplex,Lekki,Lagos,South West,6614.0,50975,280000000.0
4,4,4,2,Block of Flats,Ado-Odo/Ota,Ogun,South West,2024.0,1601,13000000.0
4,4,5,4,Detached Duplex,Lekki,Lagos,South West,6614.0,50975,88000000.0
3,5,5,5,Detached Duplex,Ikoyi,Lagos,South West,6614.0,50975,13000000.0
5,5,6,4,Detached Duplex,Port Harcourt,Rivers,South South,2277.0,1570,90000000.0
4,4,5,1,Semi Detached Duplex,Maryland,Lagos,South West,6614.0,50975,58000000.0
4,4,5,2,Detached Duplex,Isheri North,Lagos,South West,6614.0,50975,55000000.0
6,6,7,8,Detached Duplex,Lekki,Lagos,South West,6614.0,50975,380000000.0
4,5,5,4,Block of Flats,Ilupeju,Lagos,South West,6614.0,50975,100000000.0
7,5,7,4,Detached Duplex,Maitama District,Abuja,North Central,1292.0,5382,300000000.0
6,7,7,5,Detached Duplex,Isheri North,Lagos,South West,6614.0,50975,155000000.0
3,3,4,6,Semi Detached Bungalow,Ibeju Lekki,Lagos,South West,6614.0,50975,18000000.0
3,4,4,3,Block of Flats,Lekki,Lagos,South West,6614.0,50975,85000000.0
4,5,5,4,Terraced Duplexes,Guzape District,Abuja,North Central,1292.0,5382,105000000.0
2,2,3,1,Block of Flats,Wuye,Abuja,North Central,1292.0,5382,240000000.0
2,5,3,2,Terraced Bungalow,Ajah,Lagos,South West,6614.0,50975,19000000.0
5,5,5,4,Detached Duplex,Ikoyi,Lagos,South West,6614.0,50975,230000000.0
5,5,6,5,Semi Detached Duplex,Guzape District,Abuja,North Central,1292.0,5382,120000000.0
5,5,6,1,Detached Duplex,Lekki,Lagos,South West,6614.0,50975,140000000.0
4,5,6,3,Semi Detached Duplex,Lekki,Lagos,South West,6614.0,50975,78000000.0
6,7,7,4,Detached Duplex,Lekki,Lagos,South West,6614.0,50975,310000000.0
4,5,5,8,Detached Bungalow,Ibadan,Oyo,South West,980.0,2969,35000000.0
4,4,5,4,Detached Duplex,Kaura,Abuja,North Central,1292.0,5382,150000000.0
3,3,3,3,Detached Bungalow,Lekki,Lagos,South West,6614.0,50975,34000000.0
5,5,5,5,Block of Flats,Ijoko,Ogun,South West,2024.0,1601,14000000.0
4,4,5,2,Terraced Duplexes,Lekki,Lagos,South West,6614.0,50975,42000000.0
4,4,5,3,Detached Duplex,Lekki,Lagos,South West,6614.0,50975,76000000.0
5,5,9,2,Detached Duplex,Katampe,Abuja,North Central,1292.0,5382,280000000.0
4,5,5,4,Block of Flats,Yaba,Lagos,South West,6614.0,50975,60000000.0
4,5,5,3,Detached Duplex,Lekki,Lagos,South West,6614.0,50975,57000000.0
5,5,5,5,Detached Duplex,Lekki,Lagos,South West,6614.0,50975,75000000.0
4,4,5,6,Detached Duplex,Oluyole,Oyo,South West,980.0,2969,37000000.0
4,4,5,3,Semi Detached Duplex,Lekki,Lagos,South West,6614.0,50975,57000000.0
4,4,5,4,Semi Detached Duplex,Magodo,Lagos,South West,6614.0,50975,75000000.0
5,5,6,4,Detached Duplex,Lekki,Lagos,South West,6614.0,50975,93000000.0
5,6,6,5,Detached Duplex,Lekki,Lagos,South West,6614.0,50975,99000000.0
3,4,4,4,Detached Bungalow,Lugbe District,Abuja,North Central,1292.0,5382,30000000.0
5,7,7,1,Detached Duplex,Wuse,Abuja,North Central,1292.0,5382,270000000.0
4,4,5,4,Terraced Duplexes,Lekki,Lagos,South West,6614.0,50975,29000000.0
1,5,5,4,Block of Flats,Kubwa,Abuja,North Central,1292.0,5382,150000000.0
2,2,2,8,Detached Bungalow,Ojo,Lagos,South West,6614.0,50975,20000000.0
4,5,5,4,Block of Flats,Jabi,Abuja,North Central,1292.0,5382,650000000.0
2,2,2,4,Detached Bungalow,Surulere,Lagos,South West,6614.0,50975,25000000.0
5,5,6,2,Detached Duplex,Lekki,Lagos,South West,6614.0,50975,230000000.0
5,6,5,5,Detached Duplex,Lekki,Lagos,South West,6614.0,50975,80000000.0
3,3,4,5,Detached Bungalow,Kubwa,Abuja,North Central,1292.0,5382,30000000.0
3,3,4,4,Semi Detached Duplex,Wuse 2,Abuja,North Central,1292.0,5382,130000000.0
4,5,5,4,Block of Flats,Ikoyi,Lagos,South West,6614.0,50975,35000000.0
6,5,6,4,Detached Duplex,Lekki,Lagos,South West,6614.0,50975,135000000.0
3,3,3,5,Block of Flats,Ikotun,Lagos,South West,6614.0,50975,25000000.0
